date,년월,품목,그룹,레벨,수출액_억불,YoY_증감률_pct
2023-02-01,2023-02,메모리 낸드,메모리,세부,4.9,-21.8
2023-02-01,2023-02,반도체,반도체 합계,합계,59.7,-42.5
2023-02-01,2023-02,시스템 반도체,시스템반도체,대분류,26.9,-25.5
2023-03-01,2023-03,개별소자,개별소자,대분류,3.9,-14.9
2023-03-01,2023-03,디스플레이 패널,디스플레이,별도,12.2,-41.6
2023-03-01,2023-03,메모리,메모리,대분류,45.7,-44.3
2023-03-01,2023-03,메모리 D램,메모리,세부,19.6,-49.5
2023-03-01,2023-03,메모리 MCP,메모리,세부,16.2,-47.0
2023-03-01,2023-03,메모리 낸드,메모리,세부,6.4,-14.6
2023-03-01,2023-03,반도체,반도체 합계,합계,86.0,-34.5
2023-03-01,2023-03,시스템 반도체,시스템반도체,대분류,36.3,-18.4
2023-04-01,2023-04,개별소자,개별소자,대분류,3.3,-23.4
2023-04-01,2023-04,디스플레이 패널,디스플레이,별도,12.3,-29.3
2023-04-01,2023-04,메모리,메모리,대분류,29.3,-54.1
2023-04-01,2023-04,메모리 D램,메모리,세부,14.7,-54.5
2023-04-01,2023-04,메모리 MCP,메모리,세부,9.8,-50.3
2023-04-01,2023-04,메모리 낸드,메모리,세부,3.5,-52.5
2023-04-01,2023-04,반도체,반도체 합계,합계,63.8,-41.0
2023-04-01,2023-04,시스템 반도체,시스템반도체,대분류,31.2,-22.1
2023-05-01,2023-05,개별소자,개별소자,대분류,3.2,-28.4
2023-05-01,2023-05,디스플레이 패널,디스플레이,별도,14.1,-7.4
2023-05-01,2023-05,메모리,메모리,대분류,34.1,-53.1
2023-05-01,2023-05,메모리 D램,메모리,세부,15.8,-57.4
2023-05-01,2023-05,메모리 MCP,메모리,세부,12.7,-47.1
2023-05-01,2023-05,메모리 낸드,메모리,세부,3.7,-53.9
2023-05-01,2023-05,반도체,반도체 합계,합계,73.7,-36.2
2023-05-01,2023-05,시스템 반도체,시스템반도체,대분류,36.4,-4.9
2023-06-01,2023-06,개별소자,개별소자,대분류,3.5,-8.7
2023-06-01,2023-06,디스플레이 패널,디스플레이,별도,14.0,-11.1
2023-06-01,2023-06,메모리,메모리,대분류,47.7,-38.8
2023-06-01,2023-06,메모리 D램,메모리,세부,19.0,-51.0
2023-06-01,2023-06,메모리 MCP,메모리,세부,21.4,-14.5
2023-06-01,2023-06,메모리 낸드,메모리,세부,4.7,-40.3
2023-06-01,2023-06,반도체,반도체 합계,합계,89.0,-28.0
2023-06-01,2023-06,시스템 반도체,시스템반도체,대분류,37.8,-9.6
2023-07-01,2023-07,개별소자,개별소자,대분류,3.7,6.5
2023-07-01,2023-07,디스플레이 패널,디스플레이,별도,16.9,-4.6
2023-07-01,2023-07,메모리,메모리,대분류,36.0,-41.7
2023-07-01,2023-07,메모리 D램,메모리,세부,16.9,-48.3
2023-07-01,2023-07,메모리 MCP,메모리,세부,14.3,-21.9
2023-07-01,2023-07,메모리 낸드,메모리,세부,3.6,-51.9
2023-07-01,2023-07,반도체,반도체 합계,합계,74.4,-33.6
2023-07-01,2023-07,시스템 반도체,시스템반도체,대분류,34.7,-26.0
2023-08-01,2023-08,개별소자,개별소자,대분류,3.4,-7.0
2023-08-01,2023-08,디스플레이 패널,디스플레이,별도,19.1,4.1
2023-08-01,2023-08,메모리,메모리,대분류,42.5,-26.1
2023-08-01,2023-08,메모리 D램,메모리,세부,18.1,-35.2
2023-08-01,2023-08,메모리 MCP,메모리,세부,16.7,-19.6
2023-08-01,2023-08,메모리 낸드,메모리,세부,5.6,-8.9
2023-08-01,2023-08,반도체,반도체 합계,합계,85.6,-20.6
2023-08-01,2023-08,시스템 반도체,시스템반도체,대분류,39.7,-14.9
2023-09-01,2023-09,개별소자,개별소자,대분류,3.5,-5.1
2023-09-01,2023-09,디스플레이 패널,디스플레이,별도,18.1,4.0
2023-09-01,2023-09,메모리,메모리,대분류,54.3,-18.0
2023-09-01,2023-09,메모리 D램,메모리,세부,23.4,-24.6
2023-09-01,2023-09,메모리 MCP,메모리,세부,20.7,-15.9
2023-09-01,2023-09,메모리 낸드,메모리,세부,7.1,5.6
2023-09-01,2023-09,반도체,반도체 합계,합계,99.4,-13.6
2023-09-01,2023-09,시스템 반도체,시스템반도체,대분류,41.6,-7.7
2023-10-01,2023-10,개별소자,개별소자,대분류,3.7,-2.1
2023-10-01,2023-10,디스플레이 패널,디스플레이,별도,20.9,15.5
2023-10-01,2023-10,메모리,메모리,대분류,45.1,1.0
2023-10-01,2023-10,메모리 D램,메모리,세부,19.0,-8.1
2023-10-01,2023-10,메모리 MCP,메모리,세부,18.5,12.2
2023-10-01,2023-10,메모리 낸드,메모리,세부,5.6,-0.6
2023-10-01,2023-10,반도체,반도체 합계,합계,89.4,-3.1
2023-10-01,2023-10,시스템 반도체,시스템반도체,대분류,40.6,-7.4
2023-11-01,2023-11,개별소자,개별소자,대분류,3.9,8.7
2023-11-01,2023-11,디스플레이 패널,디스플레이,별도,19.0,5.9
2023-11-01,2023-11,메모리,메모리,대분류,52.4,36.4
2023-11-01,2023-11,메모리 D램,메모리,세부,23.2,27.8
2023-11-01,2023-11,메모리 MCP,메모리,세부,20.2,49.6
2023-11-01,2023-11,메모리 낸드,메모리,세부,5.8,11.6
2023-11-01,2023-11,반도체,반도체 합계,합계,95.2,12.9
2023-11-01,2023-11,시스템 반도체,시스템반도체,대분류,38.9,-8.1
2023-12-01,2023-12,개별소자,개별소자,대분류,3.7,5.7
2023-12-01,2023-12,디스플레이 패널,디스플레이,별도,15.3,10.9
2023-12-01,2023-12,메모리,메모리,대분류,69.9,57.5
2023-12-01,2023-12,메모리 D램,메모리,세부,31.2,27.5
2023-12-01,2023-12,메모리 MCP,메모리,세부,25.2,69.9
2023-12-01,2023-12,메모리 낸드,메모리,세부,6.2,79.9
2023-12-01,2023-12,반도체,반도체 합계,합계,110.3,21.8
2023-12-01,2023-12,시스템 반도체,시스템반도체,대분류,36.8,-14.0
2024-01-01,2024-01,개별소자,개별소자,대분류,4.6,39.4
2024-01-01,2024-01,디스플레이 패널,디스플레이,별도,13.0,2.1
2024-01-01,2024-01,메모리,메모리,대분류,52.7,90.5
2024-01-01,2024-01,메모리 D램,메모리,세부,21.4,83.7
2024-01-01,2024-01,메모리 MCP,메모리,세부,19.6,76.4
2024-01-01,2024-01,메모리 낸드,메모리,세부,8.6,135.5
2024-01-01,2024-01,반도체,반도체 합계,합계,93.7,56.2
2024-01-01,2024-01,시스템 반도체,시스템반도체,대분류,36.4,25.4
2024-02-01,2024-02,개별소자,개별소자,대분류,4.4,25.2
2024-02-01,2024-02,디스플레이 패널,디스플레이,별도,13.5,20.2
2024-02-01,2024-02,메모리,메모리,대분류,60.8,108.1
2024-02-01,2024-02,메모리 D램,메모리,세부,23.9,90.4
2024-02-01,2024-02,메모리 MCP,메모리,세부,23.1,117.1
2024-02-01,2024-02,메모리 낸드,메모리,세부,8.9,80.7
2024-02-01,2024-02,반도체,반도체 합계,합계,99.5,66.7
2024-02-01,2024-02,시스템 반도체,시스템반도체,대분류,34.2,27.2
2024-03-01,2024-03,개별소자,개별소자,대분류,4.2,7.4
2024-03-01,2024-03,디스플레이 패널,디스플레이,별도,14.2,16.1
2024-03-01,2024-03,메모리,메모리,대분류,74.5,63.0
2024-03-01,2024-03,메모리 D램,메모리,세부,33.1,68.8
2024-03-01,2024-03,메모리 MCP,메모리,세부,27.3,69.0
2024-03-01,2024-03,메모리 낸드,메모리,세부,8.2,28.2
2024-03-01,2024-03,반도체,반도체 합계,합계,116.7,35.7
2024-03-01,2024-03,시스템 반도체,시스템반도체,대분류,38.0,4.6
2024-04-01,2024-04,개별소자,개별소자,대분류,4.4,32.0
2024-04-01,2024-04,디스플레이 패널,디스플레이,별도,14.3,16.3
2024-04-01,2024-04,메모리,메모리,대분류,58.2,98.7
2024-04-01,2024-04,메모리 D램,메모리,세부,25.2,71.1
2024-04-01,2024-04,메모리 MCP,메모리,세부,21.6,119.6
2024-04-01,2024-04,메모리 낸드,메모리,세부,6.2,74.6
2024-04-01,2024-04,반도체,반도체 합계,합계,99.6,56.1
2024-04-01,2024-04,시스템 반도체,시스템반도체,대분류,37.0,18.5
2024-05-01,2024-05,개별소자,개별소자,대분류,4.3,36.9
2024-05-01,2024-05,디스플레이 패널,디스플레이,별도,16.3,15.8
2024-05-01,2024-05,메모리,메모리,대분류,68.6,101.0
2024-05-01,2024-05,메모리 D램,메모리,세부,29.1,84.3
2024-05-01,2024-05,메모리 MCP,메모리,세부,27.0,112.1
2024-05-01,2024-05,메모리 낸드,메모리,세부,6.9,85.1
2024-05-01,2024-05,반도체,반도체 합계,합계,113.8,54.5
2024-05-01,2024-05,시스템 반도체,시스템반도체,대분류,40.9,12.3
2024-06-01,2024-06,개별소자,개별소자,대분류,4.6,30.4
2024-06-01,2024-06,디스플레이 패널,디스플레이,별도,17.6,26.0
2024-06-01,2024-06,메모리,메모리,대분류,88.3,85.2
2024-06-01,2024-06,메모리 D램,메모리,세부,36.7,93.5
2024-06-01,2024-06,메모리 MCP,메모리,세부,37.4,74.7
2024-06-01,2024-06,메모리 낸드,메모리,세부,6.8,44.5
2024-06-01,2024-06,반도체,반도체 합계,합계,134.2,50.9
2024-06-01,2024-06,시스템 반도체,시스템반도체,대분류,41.4,9.5
2024-07-01,2024-07,개별소자,개별소자,대분류,4.8,27.4
2024-07-01,2024-07,디스플레이 패널,디스플레이,별도,17.3,2.4
2024-07-01,2024-07,메모리,메모리,대분류,68.0,89.0
2024-07-01,2024-07,메모리 D램,메모리,세부,29.8,76.5
2024-07-01,2024-07,메모리 MCP,메모리,세부,29.8,108.9
2024-07-01,2024-07,메모리 낸드,메모리,세부,5.4,51.0
2024-07-01,2024-07,반도체,반도체 합계,합계,111.8,50.2
2024-07-01,2024-07,시스템 반도체,시스템반도체,대분류,39.0,12.5
2024-08-01,2024-08,개별소자,개별소자,대분류,5.1,48.2
2024-08-01,2024-08,디스플레이 패널,디스플레이,별도,18.2,-4.9
2024-08-01,2024-08,메모리,메모리,대분류,72.9,71.7
2024-08-01,2024-08,메모리 D램,메모리,세부,31.0,71.5
2024-08-01,2024-08,메모리 MCP,메모리,세부,33.5,100.4
2024-08-01,2024-08,메모리 낸드,메모리,세부,3.9,-31.1
2024-08-01,2024-08,반도체,반도체 합계,합계,118.8,38.8
2024-08-01,2024-08,시스템 반도체,시스템반도체,대분류,40.8,2.7
2024-09-01,2024-09,개별소자,개별소자,대분류,5.3,50.9
2024-09-01,2024-09,디스플레이 패널,디스플레이,별도,17.3,-4.3
2024-09-01,2024-09,메모리,메모리,대분류,87.2,60.7
2024-09-01,2024-09,메모리 D램,메모리,세부,36.8,57.1
2024-09-01,2024-09,메모리 MCP,메모리,세부,38.0,83.3
2024-09-01,2024-09,메모리 낸드,메모리,세부,6.3,-11.8
2024-09-01,2024-09,반도체,반도체 합계,합계,136.2,37.1
2024-09-01,2024-09,시스템 반도체,시스템반도체,대분류,43.7,5.2
2024-10-01,2024-10,개별소자,개별소자,대분류,5.6,50.9
2024-10-01,2024-10,디스플레이 패널,디스플레이,별도,16.2,-22.7
2024-10-01,2024-10,메모리,메모리,대분류,73.9,63.9
2024-10-01,2024-10,메모리 D램,메모리,세부,30.9,62.3
2024-10-01,2024-10,메모리 MCP,메모리,세부,34.8,88.7
2024-10-01,2024-10,메모리 낸드,메모리,세부,4.4,-21.8
2024-10-01,2024-10,반도체,반도체 합계,합계,125.4,40.3
2024-10-01,2024-10,시스템 반도체,시스템반도체,대분류,45.9,13.1
2024-11-01,2024-11,개별소자,개별소자,대분류,5.3,34.1
2024-11-01,2024-11,디스플레이 패널,디스플레이,별도,14.9,-22.0
2024-11-01,2024-11,메모리,메모리,대분류,79.6,52.0
2024-11-01,2024-11,메모리 D램,메모리,세부,33.5,44.2
2024-11-01,2024-11,메모리 MCP,메모리,세부,35.9,78.0
2024-11-01,2024-11,메모리 낸드,메모리,세부,4.8,-17.0
2024-11-01,2024-11,반도체,반도체 합계,합계,124.5,30.8
2024-11-01,2024-11,시스템 반도체,시스템반도체,대분류,39.6,1.9
2024-12-01,2024-12,개별소자,개별소자,대분류,4.9,33.6
2024-12-01,2024-12,디스플레이 패널,디스플레이,별도,14.8,-3.3
2024-12-01,2024-12,메모리,메모리,대분류,98.0,40.3
2024-12-01,2024-12,메모리 D램,메모리,세부,44.6,42.6
2024-12-01,2024-12,메모리 MCP,메모리,세부,43.3,71.6
2024-12-01,2024-12,메모리 낸드,메모리,세부,6.1,-1.7
2024-12-01,2024-12,반도체,반도체 합계,합계,145.0,31.5
2024-12-01,2024-12,시스템 반도체,시스템반도체,대분류,42.1,14.5
2025-01-01,2025-01,개별소자,개별소자,대분류,4.4,-3.9
2025-01-01,2025-01,디스플레이 패널,디스플레이,별도,10.9,-16.0
2025-01-01,2025-01,메모리,메모리,대분류,61.8,17.3
2025-01-01,2025-01,메모리 D램,메모리,세부,32.5,51.9
2025-01-01,2025-01,메모리 MCP,메모리,세부,22.4,14.1
2025-01-01,2025-01,메모리 낸드,메모리,세부,3.1,-64.3
2025-01-01,2025-01,반도체,반도체 합계,합계,101.3,8.1
2025-01-01,2025-01,시스템 반도체,시스템반도체,대분류,35.1,-3.6
2025-02-01,2025-02,개별소자,개별소자,대분류,4.4,0.5
2025-02-01,2025-02,디스플레이 패널,디스플레이,별도,12.7,-5.8
2025-02-01,2025-02,메모리,메모리,대분류,58.1,-4.4
2025-02-01,2025-02,메모리 D램,메모리,세부,27.7,15.9
2025-02-01,2025-02,메모리 MCP,메모리,세부,22.9,-1.0
2025-02-01,2025-02,메모리 낸드,메모리,세부,2.9,-67.0
2025-02-01,2025-02,반도체,반도체 합계,합계,96.5,-3.0
2025-02-01,2025-02,시스템 반도체,시스템반도체,대분류,33.9,-0.8
2025-03-01,2025-03,개별소자,개별소자,대분류,4.7,11.4
2025-03-01,2025-03,디스플레이 패널,디스플레이,별도,14.6,2.9
2025-03-01,2025-03,메모리,메모리,대분류,88.2,18.4
2025-03-01,2025-03,메모리 D램,메모리,세부,42.3,27.9
2025-03-01,2025-03,메모리 MCP,메모리,세부,36.7,34.2
2025-03-01,2025-03,메모리 낸드,메모리,세부,5.3,-35.7
2025-03-01,2025-03,반도체,반도체 합계,합계,130.6,11.9
2025-03-01,2025-03,시스템 반도체,시스템반도체,대분류,37.7,-0.8
2025-04-01,2025-04,개별소자,개별소자,대분류,5.1,15.5
2025-04-01,2025-04,디스플레이 패널,디스플레이,별도,13.2,-7.7
2025-04-01,2025-04,메모리,메모리,대분류,71.3,22.6
2025-04-01,2025-04,메모리 D램,메모리,세부,34.8,38.0
2025-04-01,2025-04,메모리 MCP,메모리,세부,28.5,31.8
2025-04-01,2025-04,메모리 낸드,메모리,세부,4.3,-30.6
2025-04-01,2025-04,반도체,반도체 합계,합계,116.6,17.1
2025-04-01,2025-04,시스템 반도체,시스템반도체,대분류,40.2,8.7
2025-05-01,2025-05,개별소자,개별소자,대분류,5.0,15.3
2025-05-01,2025-05,디스플레이 패널,디스플레이,별도,13.4,-17.9
2025-05-01,2025-05,메모리,메모리,대분류,90.6,32.0
2025-05-01,2025-05,메모리 D램,메모리,세부,39.6,36.2
2025-05-01,2025-05,메모리 MCP,메모리,세부,40.1,48.4
2025-05-01,2025-05,메모리 낸드,메모리,세부,5.6,-18.7
2025-05-01,2025-05,반도체,반도체 합계,합계,137.9,21.2
2025-05-01,2025-05,시스템 반도체,시스템반도체,대분류,42.4,3.7
2025-06-01,2025-06,개별소자,개별소자,대분류,4.8,4.6
2025-06-01,2025-06,디스플레이 패널,디스플레이,별도,11.3,-36.1
2025-06-01,2025-06,메모리,메모리,대분류,104.4,18.3
2025-06-01,2025-06,메모리 D램,메모리,세부,45.1,22.8
2025-06-01,2025-06,메모리 MCP,메모리,세부,46.9,25.3
2025-06-01,2025-06,메모리 낸드,메모리,세부,6.2,-8.7
2025-06-01,2025-06,반도체,반도체 합계,합계,149.6,11.5
2025-06-01,2025-06,시스템 반도체,시스템반도체,대분류,40.4,-2.5
2025-07-01,2025-07,개별소자,개별소자,대분류,4.9,3.1
2025-07-01,2025-07,디스플레이 패널,디스플레이,별도,15.7,-9.0
2025-07-01,2025-07,메모리,메모리,대분류,94.7,39.2
2025-07-01,2025-07,메모리 D램,메모리,세부,42.9,44.1
2025-07-01,2025-07,메모리 MCP,메모리,세부,42.0,40.8
2025-07-01,2025-07,메모리 낸드,메모리,세부,4.6,-14.4
2025-07-01,2025-07,반도체,반도체 합계,합계,147.1,31.5
2025-07-01,2025-07,시스템 반도체,시스템반도체,대분류,47.5,21.7
2025-08-01,2025-08,개별소자,개별소자,대분류,4.8,-6.3
2025-08-01,2025-08,디스플레이 패널,디스플레이,별도,16.5,-9.2
2025-08-01,2025-08,메모리,메모리,대분류,104.9,43.9
2025-08-01,2025-08,메모리 D램,메모리,세부,46.0,48.5
2025-08-01,2025-08,메모리 MCP,메모리,세부,46.0,37.4
2025-08-01,2025-08,메모리 낸드,메모리,세부,6.5,65.4
2025-08-01,2025-08,반도체,반도체 합계,합계,151.0,27.1
2025-08-01,2025-08,시스템 반도체,시스템반도체,대분류,41.3,1.1
2025-09-01,2025-09,개별소자,개별소자,대분류,5.3,0.8
2025-09-01,2025-09,디스플레이 패널,디스플레이,별도,17.5,0.9
2025-09-01,2025-09,메모리,메모리,대분류,117.9,35.2
2025-09-01,2025-09,메모리 D램,메모리,세부,51.0,38.6
2025-09-01,2025-09,메모리 MCP,메모리,세부,52.3,37.7
2025-09-01,2025-09,메모리 낸드,메모리,세부,7.1,12.2
2025-09-01,2025-09,반도체,반도체 합계,합계,166.2,22.0
2025-09-01,2025-09,시스템 반도체,시스템반도체,대분류,43.0,-1.7
2025-10-01,2025-10,개별소자,개별소자,대분류,5.1,-9.3
2025-10-01,2025-10,디스플레이 패널,디스플레이,별도,14.8,-8.7
2025-10-01,2025-10,메모리,메모리,대분류,108.9,47.3
2025-10-01,2025-10,메모리 D램,메모리,세부,48.6,57.2
2025-10-01,2025-10,메모리 MCP,메모리,세부,47.2,35.6
2025-10-01,2025-10,메모리 낸드,메모리,세부,6.7,53.0
2025-10-01,2025-10,반도체,반도체 합계,합계,157.0,25.2
2025-10-01,2025-10,시스템 반도체,시스템반도체,대분류,43.0,-6.2
2025-11-01,2025-11,개별소자,개별소자,대분류,6.7,26.2
2025-11-01,2025-11,디스플레이 패널,디스플레이,별도,14.4,-2.9
2025-11-01,2025-11,메모리,메모리,대분류,127.8,60.6
2025-11-01,2025-11,메모리 D램,메모리,세부,62.2,85.7
2025-11-01,2025-11,메모리 MCP,메모리,세부,46.8,30.2
2025-11-01,2025-11,메모리 낸드,메모리,세부,11.0,129.4
2025-11-01,2025-11,반도체,반도체 합계,합계,172.6,38.6
2025-11-01,2025-11,시스템 반도체,시스템반도체,대분류,38.1,-3.9
2025-12-01,2025-12,개별소자,개별소자,대분류,5.5,11.2
2025-12-01,2025-12,디스플레이 패널,디스플레이,별도,14.9,0.8
2025-12-01,2025-12,메모리,메모리,대분류,161.3,64.6
2025-12-01,2025-12,메모리 D램,메모리,세부,76.5,71.4
2025-12-01,2025-12,메모리 MCP,메모리,세부,61.6,42.3
2025-12-01,2025-12,메모리 낸드,메모리,세부,12.8,109.2
2025-12-01,2025-12,반도체,반도체 합계,합계,207.7,43.2
2025-12-01,2025-12,시스템 반도체,시스템반도체,대분류,41.0,-2.7
