date,년월,품목,그룹,레벨,수출액_억불,YoY_증감률_pct
2019-01-01,2019-01,메모리 낸드,메모리,세부,4.1,-26.2
2019-01-01,2019-01,반도체,반도체 합계,합계,74.2,-23.4
2019-01-01,2019-01,시스템 반도체,시스템반도체,대분류,21.6,-6.5
2019-02-01,2019-02,개별소자,개별소자,대분류,3.9,-19.5
2019-02-01,2019-02,디스플레이 패널,디스플레이,별도,14.6,-11.0
2019-02-01,2019-02,메모리,메모리,대분류,45.1,-31.1
2019-02-01,2019-02,메모리 D램,메모리,세부,21.0,-29.9
2019-02-01,2019-02,메모리 MCP,메모리,세부,11.9,-45.6
2019-02-01,2019-02,메모리 낸드,메모리,세부,3.7,-41.2
2019-02-01,2019-02,반도체,반도체 합계,합계,67.7,-24.8
2019-02-01,2019-02,시스템 반도체,시스템반도체,대분류,18.7,-5.9
2019-03-01,2019-03,개별소자,개별소자,대분류,4.7,-15.3
2019-03-01,2019-03,디스플레이 패널,디스플레이,별도,16.4,-16.4
2019-03-01,2019-03,메모리,메모리,대분류,65.4,-18.6
2019-03-01,2019-03,메모리 D램,메모리,세부,29.0,-19.9
2019-03-01,2019-03,메모리 MCP,메모리,세부,19.0,-32.5
2019-03-01,2019-03,메모리 낸드,메모리,세부,5.9,-16.6
2019-03-01,2019-03,반도체,반도체 합계,합계,90.0,-16.6
2019-03-01,2019-03,시스템 반도체,시스템반도체,대분류,20.0,-10.1
2019-04-01,2019-04,개별소자,개별소자,대분류,3.6,-31.0
2019-04-01,2019-04,디스플레이 패널,디스플레이,별도,16.4,-9.2
2019-04-01,2019-04,메모리,메모리,대분류,59.6,-14.7
2019-04-01,2019-04,메모리 D램,메모리,세부,28.0,-24.7
2019-04-01,2019-04,메모리 MCP,메모리,세부,15.9,-18.8
2019-04-01,2019-04,메모리 낸드,메모리,세부,6.7,17.5
2019-04-01,2019-04,반도체,반도체 합계,합계,84.3,-13.8
2019-04-01,2019-04,시스템 반도체,시스템반도체,대분류,21.2,-6.8
2019-05-01,2019-05,개별소자,개별소자,대분류,4.8,-8.2
2019-05-01,2019-05,디스플레이 패널,디스플레이,별도,15.6,-13.4
2019-05-01,2019-05,메모리,메모리,대분류,52.2,-36.4
2019-05-01,2019-05,메모리 D램,메모리,세부,23.6,-42.1
2019-05-01,2019-05,메모리 MCP,메모리,세부,14.6,-15.5
2019-05-01,2019-05,메모리 낸드,메모리,세부,4.7,-32.5
2019-05-01,2019-05,반도체,반도체 합계,합계,75.4,-30.5
2019-05-01,2019-05,시스템 반도체,시스템반도체,대분류,18.4,-13.1
2019-06-01,2019-06,개별소자,개별소자,대분류,4.1,-25.7
2019-06-01,2019-06,디스플레이 패널,디스플레이,별도,15.5,-18.5
2019-06-01,2019-06,메모리,메모리,대분류,58.9,-30.7
2019-06-01,2019-06,메모리 D램,메모리,세부,25.0,-39.6
2019-06-01,2019-06,메모리 MCP,메모리,세부,19.9,13.2
2019-06-01,2019-06,메모리 낸드,메모리,세부,4.4,-37.3
2019-06-01,2019-06,반도체,반도체 합계,합계,83.1,-25.6
2019-06-01,2019-06,시스템 반도체,시스템반도체,대분류,20.0,-5.1
2019-07-01,2019-07,개별소자,개별소자,대분류,4.6,-14.8
2019-07-01,2019-07,디스플레이 패널,디스플레이,별도,18.4,-18.3
2019-07-01,2019-07,메모리,메모리,대분류,47.3,-37.2
2019-07-01,2019-07,메모리 D램,메모리,세부,21.6,-44.1
2019-07-01,2019-07,메모리 MCP,메모리,세부,14.4,7.1
2019-07-01,2019-07,메모리 낸드,메모리,세부,4.9,-13.4
2019-07-01,2019-07,반도체,반도체 합계,합계,74.6,-28.1
2019-07-01,2019-07,시스템 반도체,시스템반도체,대분류,22.7,-1.7
2019-08-01,2019-08,개별소자,개별소자,대분류,4.4,-20.1
2019-08-01,2019-08,디스플레이 패널,디스플레이,별도,20.4,-23.7
2019-08-01,2019-08,메모리,메모리,대분류,52.0,-39.6
2019-08-01,2019-08,메모리 D램,메모리,세부,22.5,-45.5
2019-08-01,2019-08,메모리 MCP,메모리,세부,17.7,-2.9
2019-08-01,2019-08,메모리 낸드,메모리,세부,4.8,-19.5
2019-08-01,2019-08,반도체,반도체 합계,합계,79.8,-30.7
2019-08-01,2019-08,시스템 반도체,시스템반도체,대분류,23.4,-1.3
2019-09-01,2019-09,개별소자,개별소자,대분류,4.3,-17.5
2019-09-01,2019-09,디스플레이 패널,디스플레이,별도,18.9,-17.1
2019-09-01,2019-09,메모리,메모리,대분류,56.4,-41.4
2019-09-01,2019-09,메모리 D램,메모리,세부,23.5,-47.6
2019-09-01,2019-09,메모리 MCP,메모리,세부,19.7,-2.1
2019-09-01,2019-09,메모리 낸드,메모리,세부,4.0,-45.7
2019-09-01,2019-09,반도체,반도체 합계,합계,85.0,-31.6
2019-09-01,2019-09,시스템 반도체,시스템반도체,대분류,24.4,6.4
2019-10-01,2019-10,개별소자,개별소자,대분류,4.3,-17.5
2019-10-01,2019-10,디스플레이 패널,디스플레이,별도,17.8,-22.5
2019-10-01,2019-10,메모리,메모리,대분류,49.8,-43.2
2019-10-01,2019-10,메모리 D램,메모리,세부,22.1,-48.1
2019-10-01,2019-10,메모리 MCP,메모리,세부,16.1,-13.5
2019-10-01,2019-10,메모리 낸드,메모리,세부,5.1,-27.8
2019-10-01,2019-10,반도체,반도체 합계,합계,78.6,-32.1
2019-10-01,2019-10,시스템 반도체,시스템반도체,대분류,24.5,6.6
2019-11-01,2019-11,개별소자,개별소자,대분류,4.1,-13.4
2019-11-01,2019-11,디스플레이 패널,디스플레이,별도,15.9,-23.4
2019-11-01,2019-11,메모리,메모리,대분류,48.4,-39.9
2019-11-01,2019-11,메모리 D램,메모리,세부,21.9,-47.8
2019-11-01,2019-11,메모리 MCP,메모리,세부,15.0,-18.4
2019-11-01,2019-11,메모리 낸드,메모리,세부,4.5,-32.4
2019-11-01,2019-11,반도체,반도체 합계,합계,73.9,-30.8
2019-11-01,2019-11,시스템 반도체,시스템반도체,대분류,21.4,-1.2
2019-12-01,2019-12,개별소자,개별소자,대분류,4.3,-2.8
2019-12-01,2019-12,디스플레이 패널,디스플레이,별도,16.5,-17.0
2019-12-01,2019-12,메모리,메모리,대분류,47.9,-25.0
2019-12-01,2019-12,메모리 D램,메모리,세부,21.1,-34.8
2019-12-01,2019-12,메모리 MCP,메모리,세부,17.7,22.6
2019-12-01,2019-12,메모리 낸드,메모리,세부,3.8,-38.2
2019-12-01,2019-12,반도체,반도체 합계,합계,72.8,-17.7
2019-12-01,2019-12,시스템 반도체,시스템반도체,대분류,20.7,1.7
2020-01-01,2020-01,개별소자,개별소자,대분류,4.0,-19.4
2020-01-01,2020-01,디스플레이 패널,디스플레이,별도,13.7,-26.8
2020-01-01,2020-01,메모리,메모리,대분류,42.6,-10.6
2020-01-01,2020-01,메모리 D램,메모리,세부,19.9,-18.2
2020-01-01,2020-01,메모리 MCP,메모리,세부,13.0,4.0
2020-01-01,2020-01,메모리 낸드,메모리,세부,5.7,37.9
2020-01-01,2020-01,반도체,반도체 합계,합계,71.6,-3.4
2020-01-01,2020-01,시스템 반도체,시스템반도체,대분류,25.1,16.2
2020-02-01,2020-02,개별소자,개별소자,대분류,3.8,-2.5
2020-02-01,2020-02,디스플레이 패널,디스플레이,별도,11.4,-21.8
2020-02-01,2020-02,메모리,메모리,대분류,46.4,2.9
2020-02-01,2020-02,메모리 D램,메모리,세부,21.5,2.5
2020-02-01,2020-02,메모리 MCP,메모리,세부,15.1,27.1
2020-02-01,2020-02,메모리 낸드,메모리,세부,5.0,34.2
2020-02-01,2020-02,반도체,반도체 합계,합계,74.0,9.3
2020-02-01,2020-02,시스템 반도체,시스템반도체,대분류,23.8,27.4
2020-03-01,2020-03,개별소자,개별소자,대분류,4.5,-2.8
2020-03-01,2020-03,디스플레이 패널,디스플레이,별도,14.3,-12.9
2020-03-01,2020-03,메모리,메모리,대분류,56.6,-13.5
2020-03-01,2020-03,메모리 D램,메모리,세부,26.6,-8.4
2020-03-01,2020-03,메모리 MCP,메모리,세부,20.2,6.3
2020-03-01,2020-03,메모리 낸드,메모리,세부,4.9,-17.0
2020-03-01,2020-03,반도체,반도체 합계,합계,87.6,-2.7
2020-03-01,2020-03,시스템 반도체,시스템반도체,대분류,26.5,32.6
2020-04-01,2020-04,개별소자,개별소자,대분류,3.4,-24.8
2020-04-01,2020-04,디스플레이 패널,디스플레이,별도,10.0,-39.1
2020-04-01,2020-04,메모리,메모리,대분류,49.9,-14.9
2020-04-01,2020-04,메모리 D램,메모리,세부,27.3,-2.6
2020-04-01,2020-04,메모리 MCP,메모리,세부,14.4,-9.3
2020-04-01,2020-04,메모리 낸드,메모리,세부,5.3,-20.5
2020-04-01,2020-04,반도체,반도체 합계,합계,71.7,-15.0
2020-04-01,2020-04,시스템 반도체,시스템반도체,대분류,18.5,-13.1
2020-05-01,2020-05,개별소자,개별소자,대분류,3.5,-19.6
2020-05-01,2020-05,디스플레이 패널,디스플레이,별도,11.0,-29.8
2020-05-01,2020-05,메모리,메모리,대분류,57.8,9.8
2020-05-01,2020-05,메모리 D램,메모리,세부,28.4,20.2
2020-05-01,2020-05,메모리 MCP,메모리,세부,21.2,45.1
2020-05-01,2020-05,메모리 낸드,메모리,세부,4.8,1.7
2020-05-01,2020-05,반도체,반도체 합계,합계,80.7,7.0
2020-05-01,2020-05,시스템 반도체,시스템반도체,대분류,19.4,5.3
2020-06-01,2020-06,개별소자,개별소자,대분류,3.9,-5.0
2020-06-01,2020-06,디스플레이 패널,디스플레이,별도,13.0,-16.0
2020-06-01,2020-06,메모리,메모리,대분류,57.7,-2.0
2020-06-01,2020-06,메모리 D램,메모리,세부,29.5,18.1
2020-06-01,2020-06,메모리 MCP,메모리,세부,19.0,-4.3
2020-06-01,2020-06,메모리 낸드,메모리,세부,4.8,9.2
2020-06-01,2020-06,반도체,반도체 합계,합계,83.0,0.0
2020-06-01,2020-06,시스템 반도체,시스템반도체,대분류,21.4,6.9
2020-07-01,2020-07,개별소자,개별소자,대분류,4.6,-1.4
2020-07-01,2020-07,디스플레이 패널,디스플레이,별도,13.2,-28.4
2020-07-01,2020-07,메모리,메모리,대분류,49.7,5.0
2020-07-01,2020-07,메모리 D램,메모리,세부,25.2,16.5
2020-07-01,2020-07,메모리 MCP,메모리,세부,15.7,9.3
2020-07-01,2020-07,메모리 낸드,메모리,세부,4.9,0.4
2020-07-01,2020-07,반도체,반도체 합계,합계,78.8,5.6
2020-07-01,2020-07,시스템 반도체,시스템반도체,대분류,24.6,8.1
2020-08-01,2020-08,개별소자,개별소자,대분류,4.2,-6.3
2020-08-01,2020-08,디스플레이 패널,디스플레이,별도,15.7,-22.8
2020-08-01,2020-08,메모리,메모리,대분류,50.7,-2.3
2020-08-01,2020-08,메모리 D램,메모리,세부,24.3,7.8
2020-08-01,2020-08,메모리 MCP,메모리,세부,17.8,0.4
2020-08-01,2020-08,메모리 낸드,메모리,세부,5.0,4.8
2020-08-01,2020-08,반도체,반도체 합계,합계,82.0,2.8
2020-08-01,2020-08,시스템 반도체,시스템반도체,대분류,27.1,15.9
2020-09-01,2020-09,개별소자,개별소자,대분류,4.7,9.7
2020-09-01,2020-09,디스플레이 패널,디스플레이,별도,18.5,-1.8
2020-09-01,2020-09,메모리,메모리,대분류,61.9,9.8
2020-09-01,2020-09,메모리 D램,메모리,세부,29.3,24.8
2020-09-01,2020-09,메모리 MCP,메모리,세부,22.6,14.6
2020-09-01,2020-09,메모리 낸드,메모리,세부,5.8,45.5
2020-09-01,2020-09,반도체,반도체 합계,합계,95.0,11.8
2020-09-01,2020-09,시스템 반도체,시스템반도체,대분류,28.5,16.8
2020-10-01,2020-10,개별소자,개별소자,대분류,4.3,0.3
2020-10-01,2020-10,디스플레이 패널,디스플레이,별도,18.7,5.2
2020-10-01,2020-10,메모리,메모리,대분류,54.3,9.0
2020-10-01,2020-10,메모리 D램,메모리,세부,25.2,14.2
2020-10-01,2020-10,메모리 MCP,메모리,세부,19.6,21.9
2020-10-01,2020-10,메모리 낸드,메모리,세부,5.1,-0.9
2020-10-01,2020-10,반도체,반도체 합계,합계,86.8,10.4
2020-10-01,2020-10,시스템 반도체,시스템반도체,대분류,28.2,15.0
2020-11-01,2020-11,개별소자,개별소자,대분류,4.3,4.7
2020-11-01,2020-11,디스플레이 패널,디스플레이,별도,19.3,21.4
2020-11-01,2020-11,메모리,메모리,대분류,51.9,7.3
2020-11-01,2020-11,메모리 D램,메모리,세부,23.7,8.4
2020-11-01,2020-11,메모리 MCP,메모리,세부,19.2,27.9
2020-11-01,2020-11,메모리 낸드,메모리,세부,5.0,11.3
2020-11-01,2020-11,반도체,반도체 합계,합계,85.9,16.4
2020-11-01,2020-11,시스템 반도체,시스템반도체,대분류,29.8,39.1
2020-12-01,2020-12,개별소자,개별소자,대분류,4.8,12.3
2020-12-01,2020-12,디스플레이 패널,디스플레이,별도,21.1,27.9
2020-12-01,2020-12,메모리,메모리,대분류,59.9,25.2
2020-12-01,2020-12,메모리 D램,메모리,세부,25.1,19.1
2020-12-01,2020-12,메모리 MCP,메모리,세부,23.9,34.9
2020-12-01,2020-12,메모리 낸드,메모리,세부,6.8,78.8
2020-12-01,2020-12,반도체,반도체 합계,합계,94.6,30.0
2020-12-01,2020-12,시스템 반도체,시스템반도체,대분류,29.9,44.8
2021-01-01,2021-01,개별소자,개별소자,대분류,4.9,21.8
2021-01-01,2021-01,디스플레이 패널,디스플레이,별도,18.1,32.2
2021-01-01,2021-01,메모리,메모리,대분류,53.2,24.8
2021-01-01,2021-01,메모리 D램,메모리,세부,23.8,19.7
2021-01-01,2021-01,메모리 MCP,메모리,세부,20.7,59.5
2021-01-01,2021-01,메모리 낸드,메모리,세부,4.9,-14.2
2021-01-01,2021-01,반도체,반도체 합계,합계,87.1,21.7
2021-01-01,2021-01,시스템 반도체,시스템반도체,대분류,29.1,15.8
2021-02-01,2021-02,개별소자,개별소자,대분류,4.5,19.7
2021-02-01,2021-02,디스플레이 패널,디스플레이,별도,13.6,19.1
2021-02-01,2021-02,메모리,메모리,대분류,52.2,12.5
2021-02-01,2021-02,메모리 D램,메모리,세부,22.7,5.7
2021-02-01,2021-02,메모리 MCP,메모리,세부,21.4,41.9
2021-02-01,2021-02,메모리 낸드,메모리,세부,4.6,-8.1
2021-02-01,2021-02,반도체,반도체 합계,합계,83.7,13.1
2021-02-01,2021-02,시스템 반도체,시스템반도체,대분류,27.0,13.3
2021-03-01,2021-03,개별소자,개별소자,대분류,4.9,7.8
2021-03-01,2021-03,디스플레이 패널,디스플레이,별도,14.1,-1.1
2021-03-01,2021-03,메모리,메모리,대분류,61.2,8.1
2021-03-01,2021-03,메모리 D램,메모리,세부,26.9,1.2
2021-03-01,2021-03,메모리 MCP,메모리,세부,25.4,25.9
2021-03-01,2021-03,메모리 낸드,메모리,세부,4.4,-9.8
2021-03-01,2021-03,반도체,반도체 합계,합계,95.1,8.5
2021-03-01,2021-03,시스템 반도체,시스템반도체,대분류,29.0,9.4
2021-04-01,2021-04,개별소자,개별소자,대분류,4.8,41.2
2021-04-01,2021-04,디스플레이 패널,디스플레이,별도,14.3,43.5
2021-04-01,2021-04,메모리,메모리,대분류,59.3,18.8
2021-04-01,2021-04,메모리 D램,메모리,세부,28.7,5.0
2021-04-01,2021-04,메모리 MCP,메모리,세부,22.0,52.5
2021-04-01,2021-04,메모리 낸드,메모리,세부,4.9,-7.3
2021-04-01,2021-04,반도체,반도체 합계,합계,93.4,30.3
2021-04-01,2021-04,시스템 반도체,시스템반도체,대분류,29.4,58.7
2021-05-01,2021-05,개별소자,개별소자,대분류,4.6,30.7
2021-05-01,2021-05,디스플레이 패널,디스플레이,별도,15.2,38.6
2021-05-01,2021-05,메모리,메모리,대분류,65.7,13.7
2021-05-01,2021-05,메모리 D램,메모리,세부,29.0,2.1
2021-05-01,2021-05,메모리 MCP,메모리,세부,27.3,28.8
2021-05-01,2021-05,메모리 낸드,메모리,세부,5.9,22.4
2021-05-01,2021-05,반도체,반도체 합계,합계,100.4,24.5
2021-05-01,2021-05,시스템 반도체,시스템반도체,대분류,30.2,55.5
2021-06-01,2021-06,개별소자,개별소자,대분류,4.8,22.8
2021-06-01,2021-06,디스플레이 패널,디스플레이,별도,16.7,28.2
2021-06-01,2021-06,메모리,메모리,대분류,75.4,30.8
2021-06-01,2021-06,메모리 D램,메모리,세부,33.7,14.4
2021-06-01,2021-06,메모리 MCP,메모리,세부,32.1,68.9
2021-06-01,2021-06,메모리 낸드,메모리,세부,6.0,24.1
2021-06-01,2021-06,반도체,반도체 합계,합계,111.6,34.4
2021-06-01,2021-06,시스템 반도체,시스템반도체,대분류,31.4,46.5
2021-07-01,2021-07,개별소자,개별소자,대분류,5.1,10.1
2021-07-01,2021-07,디스플레이 패널,디스플레이,별도,18.2,38.0
2021-07-01,2021-07,메모리,메모리,대분류,71.4,43.6
2021-07-01,2021-07,메모리 D램,메모리,세부,35.2,39.6
2021-07-01,2021-07,메모리 MCP,메모리,세부,27.1,72.7
2021-07-01,2021-07,메모리 낸드,메모리,세부,4.9,0.9
2021-07-01,2021-07,반도체,반도체 합계,합계,109.8,39.4
2021-07-01,2021-07,시스템 반도체,시스템반도체,대분류,33.4,35.6
2021-08-01,2021-08,개별소자,개별소자,대분류,5.0,18.8
2021-08-01,2021-08,디스플레이 패널,디스플레이,별도,19.5,23.7
2021-08-01,2021-08,메모리,메모리,대분류,76.4,50.6
2021-08-01,2021-08,메모리 D램,메모리,세부,37.6,54.9
2021-08-01,2021-08,메모리 MCP,메모리,세부,28.2,58.6
2021-08-01,2021-08,메모리 낸드,메모리,세부,5.7,13.2
2021-08-01,2021-08,반도체,반도체 합계,합계,117.0,42.6
2021-08-01,2021-08,시스템 반도체,시스템반도체,대분류,35.6,31.3
2021-09-01,2021-09,개별소자,개별소자,대분류,4.8,1.8
2021-09-01,2021-09,디스플레이 패널,디스플레이,별도,21.7,17.3
2021-09-01,2021-09,메모리,메모리,대분류,79.5,28.5
2021-09-01,2021-09,메모리 D램,메모리,세부,37.8,28.9
2021-09-01,2021-09,메모리 MCP,메모리,세부,30.3,34.2
2021-09-01,2021-09,메모리 낸드,메모리,세부,6.6,13.4
2021-09-01,2021-09,반도체,반도체 합계,합계,121.8,28.2
2021-09-01,2021-09,시스템 반도체,시스템반도체,대분류,37.5,31.5
2021-10-01,2021-10,개별소자,개별소자,대분류,4.9,14.9
2021-10-01,2021-10,디스플레이 패널,디스플레이,별도,19.7,5.3
2021-10-01,2021-10,메모리,메모리,대분류,69.5,28.0
2021-10-01,2021-10,메모리 D램,메모리,세부,35.6,41.3
2021-10-01,2021-10,메모리 MCP,메모리,세부,23.5,20.0
2021-10-01,2021-10,메모리 낸드,메모리,세부,6.3,24.3
2021-10-01,2021-10,반도체,반도체 합계,합계,111.7,28.7
2021-10-01,2021-10,시스템 반도체,시스템반도체,대분류,37.3,32.2
2021-11-01,2021-11,개별소자,개별소자,대분류,4.9,13.5
2021-11-01,2021-11,디스플레이 패널,디스플레이,별도,21.3,10.4
2021-11-01,2021-11,메모리,메모리,대분류,76.4,47.3
2021-11-01,2021-11,메모리 D램,메모리,세부,37.1,56.3
2021-11-01,2021-11,메모리 MCP,메모리,세부,30.2,57.5
2021-11-01,2021-11,메모리 낸드,메모리,세부,6.2,24.2
2021-11-01,2021-11,반도체,반도체 합계,합계,120.4,40.1
2021-11-01,2021-11,시스템 반도체,시스템반도체,대분류,39.1,31.1
2021-12-01,2021-12,개별소자,개별소자,대분류,4.8,0.9
2021-12-01,2021-12,디스플레이 패널,디스플레이,별도,21.5,2.0
2021-12-01,2021-12,메모리,메모리,대분류,84.1,40.3
2021-12-01,2021-12,메모리 D램,메모리,세부,41.3,64.7
2021-12-01,2021-12,메모리 MCP,메모리,세부,31.3,31.2
2021-12-01,2021-12,메모리 낸드,메모리,세부,6.4,-5.9
2021-12-01,2021-12,반도체,반도체 합계,합계,127.8,35.1
2021-12-01,2021-12,시스템 반도체,시스템반도체,대분류,38.9,30.1
2022-01-01,2022-01,개별소자,개별소자,대분류,4.7,-4.7
2022-01-01,2022-01,디스플레이 패널,디스플레이,별도,19.9,10.0
2022-01-01,2022-01,메모리,메모리,대분류,64.8,21.8
2022-01-01,2022-01,메모리 D램,메모리,세부,32.0,34.4
2022-01-01,2022-01,메모리 MCP,메모리,세부,24.1,16.6
2022-01-01,2022-01,메모리 낸드,메모리,세부,5.2,6.6
2022-01-01,2022-01,반도체,반도체 합계,합계,108.2,24.2
2022-01-01,2022-01,시스템 반도체,시스템반도체,대분류,38.7,32.9
2022-02-01,2022-02,개별소자,개별소자,대분류,4.3,-5.0
2022-02-01,2022-02,디스플레이 패널,디스플레이,별도,19.0,39.2
2022-02-01,2022-02,메모리,메모리,대분류,63.3,21.3
2022-02-01,2022-02,메모리 D램,메모리,세부,31.8,40.2
2022-02-01,2022-02,메모리 MCP,메모리,세부,21.1,-1.4
2022-02-01,2022-02,메모리 낸드,메모리,세부,6.3,36.8
2022-02-01,2022-02,반도체,반도체 합계,합계,103.7,23.9
2022-02-01,2022-02,시스템 반도체,시스템반도체,대분류,36.1,33.7
2022-03-01,2022-03,개별소자,개별소자,대분류,4.6,-5.4
2022-03-01,2022-03,디스플레이 패널,디스플레이,별도,20.9,48.4
2022-03-01,2022-03,메모리,메모리,대분류,82.0,34.0
2022-03-01,2022-03,메모리 D램,메모리,세부,38.9,44.4
2022-03-01,2022-03,메모리 MCP,메모리,세부,30.5,20.0
2022-03-01,2022-03,메모리 낸드,메모리,세부,7.5,69.6
2022-03-01,2022-03,반도체,반도체 합계,합계,131.2,37.9
2022-03-01,2022-03,시스템 반도체,시스템반도체,대분류,44.5,53.6
2022-04-01,2022-04,개별소자,개별소자,대분류,4.3,-10.3
2022-04-01,2022-04,디스플레이 패널,디스플레이,별도,17.4,21.9
2022-04-01,2022-04,메모리,메모리,대분류,63.8,7.6
2022-04-01,2022-04,메모리 D램,메모리,세부,32.4,12.7
2022-04-01,2022-04,메모리 MCP,메모리,세부,19.8,-10.1
2022-04-01,2022-04,메모리 낸드,메모리,세부,7.4,51.4
2022-04-01,2022-04,반도체,반도체 합계,합계,108.2,15.8
2022-04-01,2022-04,시스템 반도체,시스템반도체,대분류,40.1,36.3
2022-05-01,2022-05,개별소자,개별소자,대분류,4.4,-4.1
2022-05-01,2022-05,디스플레이 패널,디스플레이,별도,15.2,0.1
2022-05-01,2022-05,메모리,메모리,대분류,72.8,10.8
2022-05-01,2022-05,메모리 D램,메모리,세부,37.1,27.9
2022-05-01,2022-05,메모리 MCP,메모리,세부,24.1,-11.9
2022-05-01,2022-05,메모리 낸드,메모리,세부,8.0,36.2
2022-05-01,2022-05,반도체,반도체 합계,합계,115.4,15.0
2022-05-01,2022-05,시스템 반도체,시스템반도체,대분류,38.3,26.7
2022-06-01,2022-06,개별소자,개별소자,대분류,3.8,-20.2
2022-06-01,2022-06,디스플레이 패널,디스플레이,별도,15.7,-5.9
2022-06-01,2022-06,메모리,메모리,대분류,77.9,3.3
2022-06-01,2022-06,메모리 D램,메모리,세부,38.8,15.0
2022-06-01,2022-06,메모리 MCP,메모리,세부,25.1,-22.0
2022-06-01,2022-06,메모리 낸드,메모리,세부,7.9,31.1
2022-06-01,2022-06,반도체,반도체 합계,합계,123.5,10.7
2022-06-01,2022-06,시스템 반도체,시스템반도체,대분류,41.8,33.1
2022-07-01,2022-07,개별소자,개별소자,대분류,3.5,-31.1
2022-07-01,2022-07,디스플레이 패널,디스플레이,별도,17.7,-2.7
2022-07-01,2022-07,메모리,메모리,대분류,61.7,-13.5
2022-07-01,2022-07,메모리 D램,메모리,세부,32.7,-7.0
2022-07-01,2022-07,메모리 MCP,메모리,세부,18.3,-32.6
2022-07-01,2022-07,메모리 낸드,메모리,세부,7.4,50.6
2022-07-01,2022-07,반도체,반도체 합계,합계,112.1,2.1
2022-07-01,2022-07,시스템 반도체,시스템반도체,대분류,46.9,40.3
2022-08-01,2022-08,개별소자,개별소자,대분류,3.7,-26.1
2022-08-01,2022-08,디스플레이 패널,디스플레이,별도,18.4,-5.7
2022-08-01,2022-08,메모리,메모리,대분류,57.5,-24.7
2022-08-01,2022-08,메모리 D램,메모리,세부,27.9,-25.9
2022-08-01,2022-08,메모리 MCP,메모리,세부,20.8,-26.4
2022-08-01,2022-08,메모리 낸드,메모리,세부,6.2,8.5
2022-08-01,2022-08,반도체,반도체 합계,합계,107.8,-7.8
2022-08-01,2022-08,시스템 반도체,시스템반도체,대분류,46.6,31.0
2022-09-01,2022-09,개별소자,개별소자,대분류,3.7,-23.3
2022-09-01,2022-09,디스플레이 패널,디스플레이,별도,17.4,-19.9
2022-09-01,2022-09,메모리,메모리,대분류,66.2,-16.7
2022-09-01,2022-09,메모리 D램,메모리,세부,31.1,-17.7
2022-09-01,2022-09,메모리 MCP,메모리,세부,24.7,-18.6
2022-09-01,2022-09,메모리 낸드,메모리,세부,6.7,2.0
2022-09-01,2022-09,반도체,반도체 합계,합계,115.0,-5.6
2022-09-01,2022-09,시스템 반도체,시스템반도체,대분류,45.1,20.2
2022-10-01,2022-10,개별소자,개별소자,대분류,3.8,-22.9
2022-10-01,2022-10,디스플레이 패널,디스플레이,별도,18.1,-7.9
2022-10-01,2022-10,메모리,메모리,대분류,44.7,-35.7
2022-10-01,2022-10,메모리 D램,메모리,세부,20.7,-41.9
2022-10-01,2022-10,메모리 MCP,메모리,세부,16.5,-30.0
2022-10-01,2022-10,메모리 낸드,메모리,세부,5.7,-10.0
2022-10-01,2022-10,반도체,반도체 합계,합계,92.3,-17.4
2022-10-01,2022-10,시스템 반도체,시스템반도체,대분류,43.8,17.5
2022-11-01,2022-11,개별소자,개별소자,대분류,3.6,-26.1
2022-11-01,2022-11,디스플레이 패널,디스플레이,별도,18.0,-15.6
2022-11-01,2022-11,메모리,메모리,대분류,38.4,-49.7
2022-11-01,2022-11,메모리 D램,메모리,세부,18.2,-51.1
2022-11-01,2022-11,메모리 MCP,메모리,세부,13.5,-55.4
2022-11-01,2022-11,메모리 낸드,메모리,세부,5.2,-16.6
2022-11-01,2022-11,반도체,반도체 합계,합계,84.3,-29.9
2022-11-01,2022-11,시스템 반도체,시스템반도체,대분류,42.3,8.2
2022-12-01,2022-12,개별소자,개별소자,대분류,3.5,-27.5
2022-12-01,2022-12,디스플레이 패널,디스플레이,별도,13.8,-35.9
2022-12-01,2022-12,메모리,메모리,대분류,44.4,-47.2
2022-12-01,2022-12,메모리 D램,메모리,세부,24.5,-40.7
2022-12-01,2022-12,메모리 MCP,메모리,세부,14.9,-52.5
2022-12-01,2022-12,메모리 낸드,메모리,세부,3.5,-45.8
2022-12-01,2022-12,반도체,반도체 합계,합계,90.6,-29.1
2022-12-01,2022-12,시스템 반도체,시스템반도체,대분류,42.7,9.8
2023-01-01,2023-01,개별소자,개별소자,대분류,3.3,-29.2
2023-01-01,2023-01,디스플레이 패널,디스플레이,별도,12.8,-36.0
2023-01-01,2023-01,메모리,메모리,대분류,27.7,-57.3
2023-01-01,2023-01,메모리 D램,메모리,세부,11.7,-63.6
2023-01-01,2023-01,메모리 MCP,메모리,세부,11.1,-53.9
2023-01-01,2023-01,메모리 낸드,메모리,세부,3.6,-30.3
2023-01-01,2023-01,반도체,반도체 합계,합계,60.0,-44.5
2023-01-01,2023-01,시스템 반도체,시스템반도체,대분류,29.0,-25.0
2023-02-01,2023-02,개별소자,개별소자,대분류,3.5,-17.0
2023-02-01,2023-02,디스플레이 패널,디스플레이,별도,11.2,-41.0
2023-02-01,2023-02,메모리,메모리,대분류,29.2,-53.9
2023-02-01,2023-02,메모리 D램,메모리,세부,12.6,-60.5
2023-02-01,2023-02,메모리 MCP,메모리,세부,10.6,-49.6
